 huidevent |         ot          |  mag  |   spassportcmd    |                                                                                                                                                                                                                                                 spassportentry                                                                                                                                                                                                                                                 
 C000RR6A  | 2014/07/07 11:23:55 |   6.9 | PubFlagsDelImpact | Deaths Unknown Unknown 0 0 "Media" 1408343756 "*NULL*" "*NULL*"
 C000RR6A  | 2014/07/07 11:23:55 |   6.9 | PubFlagsAddImpact | Deaths Unknown Unknown 0 0 "Media" 1408343756 "San Marcos" "*NULL*"
 C000RR6A  | 2014/07/07 11:23:55 |   6.9 | PubFlagsDelImpact | Injuries Unknown Unknown 0 0 "media" 1408343784 "*NULL*" "*NULL*"
 C000RR6A  | 2014/07/07 11:23:55 |   6.9 | PubFlagsAddImpact | Injuries Unknown Unknown 0 0 "media" 1408343784 "San Marcos" "*NULL*"
 C000RR6A  | 2014/07/07 11:23:55 |   6.9 | PubFlagsAddImpact | Destroyed Unknown Unknown 0 0 "media" 1408343831 "San Marcos" "*NULL*"
 C000RR6A  | 2014/07/07 11:23:55 |   6.9 | PubFlagsAddImpact | Deaths Unknown AtLeast 3 0 "Media" 1408343756 "San Marcos" "*NULL*"
 C000RR6A  | 2014/07/07 11:23:55 |   6.9 | PubFlagsDelImpact | Deaths Unknown Unknown 0 0 "Media" 1408343756 "San Marcos" "*NULL*"
 C000RR6A  | 2014/07/07 11:23:55 |   6.9 | PubFlagsDelImpact | Injuries Unknown Unknown 0 0 "media" 1408343784 "San Marcos" "*NULL*"
 C000RR6A  | 2014/07/07 11:23:55 |   6.9 | PubFlagsAddImpact | Injuries Unknown AtLeast 33 0 "media" 1408343784 "San Marcos" "*NULL*"
 C000RR6A  | 2014/07/07 11:23:55 |   6.9 | PubFlagsAddImpact | Injuries Unknown AtLeast 33 0 "Media" 1412234715 "*NULL*" "*NULL*"
 C000RR6A  | 2014/07/07 11:23:55 |   6.9 | PubFlagsDelImpact | Injuries Unknown AtLeast 33 0 "Media" 1412234715 "*NULL*" "*NULL*"
 B000RT2I  | 2014/07/15 09:08:41 | 3.858 | PubFlagsAddImpact | Damaged Shaking Some 0 0 "KOCO.com" 1405400301 "*NULL*" "*NULL*"
 B000RY8M  | 2014/07/29 10:46:15 |   6.3 | PubFlagsAddImpact | Injuries Shaking Exact 1 0 "yahoo news" 1409791230 "*NULL*" "*NULL*"
 B000RY8M  | 2014/07/29 10:46:15 |   6.3 | PubFlagsAddImpact | Damaged Shaking Some 0 0 "yahoo news" 1409791214 "*NULL*" "*NULL*"
 B000RY8M  | 2014/07/29 10:46:15 |   6.3 | PubFlagsAddImpact | Deaths Shaking Exact 1 0 "yahoo news" 1409791247 "*NULL*" "*NULL*"
 B000RZ1P  | 2014/08/01 04:11:17 |   5.5 | PubFlagsAddImpact | Injuries Shaking Exact 420 0 "*NULL*" 1406913019 "*NULL*" "*NULL*"
 B000RZ1P  | 2014/08/01 04:11:17 |   5.5 | PubFlagsAddImpact | Deaths Other Exact 4 0 "*NULL*" 1406913001 "*NULL*" "*NULL*"
 B000RZ1P  | 2014/08/01 04:11:17 |   5.5 | PubFlagsAddImpact | Deaths HeartAttack Exact 2 0 "*NULL*" 1406912967 "*NULL*" "*NULL*"
 B000RZ1P  | 2014/08/01 04:11:17 |   5.5 | PubFlagsDelImpact | Injuries Shaking Exact 420 0 "*NULL*" 1406913019 "*NULL*" "*NULL*"
 B000RZ1P  | 2014/08/01 04:11:17 |   5.5 | PubFlagsAddImpact | Injuries Shaking AtLeast 420 0 "*NULL*" 1406913019 "*NULL*" "*NULL*"
 B000RZMG  | 2014/08/03 08:30:14 |   6.2 | PubFlagsDelImpact | Deaths Unknown Unknown 0 0 "Chinese News" 1407382719 "*NULL*" "*NULL*"
 B000RZMG  | 2014/08/03 08:30:14 |   6.2 | PubFlagsAddImpact | Deaths Unknown Unknown 0 0 "Chinese News" 1407382719 "*NULL*" "*NULL*"
 B000RZMG  | 2014/08/03 08:30:14 |   6.2 | PubFlagsAddImpact | Destroyed Unknown Unknown 0 0 "Chinese News" 1407382771 "*NULL*" "*NULL*"
 B000RZMG  | 2014/08/03 08:30:14 |   6.2 | PubFlagsAddImpact | Damaged Unknown Unknown 0 0 "Chinese News" 1407382798 "*NULL*" "*NULL*"
 B000RZMG  | 2014/08/03 08:30:14 |   6.2 | PubFlagsAddImpact | Injuries Unknown Unknown 0 0 "Chinese News" 1407382827 "*NULL*" "*NULL*"
 B000RZMG  | 2014/08/03 08:30:14 |   6.2 | PubFlagsAddImpact | Missing Unknown Unknown 0 0 "Chinese News" 1407382869 "*NULL*" "*NULL*"
 B000RZMG  | 2014/08/03 08:30:14 |   6.2 | PubFlagsAddImpact | Displaced Unknown Unknown 0 0 "Chinese News" 1407382892 "*NULL*" "*NULL*"
 B000RZMG  | 2014/08/03 08:30:14 |   6.2 | PubFlagsAddImpact | Deaths Unknown AtLeast 0 0 "Chinese News" 1407382719 "*NULL*" "*NULL*"
 B000RZMG  | 2014/08/03 08:30:14 |   6.2 | PubFlagsDelImpact | Deaths Unknown AtLeast 0 0 "Chinese News" 1407382719 "*NULL*" "*NULL*"
 B000RZMG  | 2014/08/03 08:30:14 |   6.2 | PubFlagsAddImpact | Deaths Unknown AtLeast 615 0 "Chinese News" 1407382719 "*NULL*" "*NULL*"
 B000RZMG  | 2014/08/03 08:30:14 |   6.2 | PubFlagsDelImpact | Injuries Unknown Unknown 0 0 "Chinese News" 1407382827 "*NULL*" "*NULL*"
 B000RZMG  | 2014/08/03 08:30:14 |   6.2 | PubFlagsAddImpact | Injuries Unknown AtLeast 3143 0 "Chinese News" 1407382827 "*NULL*" "*NULL*"
 B000RZMG  | 2014/08/03 08:30:14 |   6.2 | PubFlagsDelImpact | Missing Unknown Unknown 0 0 "Chinese News" 1407382869 "*NULL*" "*NULL*"
 B000RZMG  | 2014/08/03 08:30:14 |   6.2 | PubFlagsAddImpact | Missing Unknown AtLeast 114 0 "Chinese News" 1407382869 "*NULL*" "*NULL*"
 B000RZMG  | 2014/08/03 08:30:14 |   6.2 | PubFlagsDelImpact | Displaced Unknown Unknown 0 0 "Chinese News" 1407382892 "*NULL*" "*NULL*"
 B000RZMG  | 2014/08/03 08:30:14 |   6.2 | PubFlagsAddImpact | Displaced Unknown AtLeast 229700 0 "Chinese News" 1407382892 "*NULL*" "*NULL*"
 B000RZMG  | 2014/08/03 08:30:14 |   6.2 | PubFlagsAddImpact | Destroyed Unknown AtLeast 25800 0 "Chinese News" 1407382771 "*NULL*" "*NULL*"
 B000RZMG  | 2014/08/03 08:30:14 |   6.2 | PubFlagsDelImpact | Damaged Unknown Unknown 0 0 "Chinese News" 1407382798 "*NULL*" "*NULL*"
 B000RZMG  | 2014/08/03 08:30:14 |   6.2 | PubFlagsAddImpact | Damaged Unknown AtLeast 160400 0 "Chinese News" 1407382798 "*NULL*" "*NULL*"
 B000RZMG  | 2014/08/03 08:30:14 |   6.2 | PubFlagsDelImpact | Destroyed Unknown AtLeast 29700 0 "Chinese News" 1407382771 "*NULL*" "*NULL*"
 B000RZMG  | 2014/08/03 08:30:14 |   6.2 | PubFlagsDelImpact | Destroyed Unknown Unknown 0 0 "Chinese News" 1407382771 "*NULL*" "*NULL*"
 B000RZMG  | 2014/08/03 08:30:14 |   6.2 | PubFlagsAddImpact | Destroyed Unknown AtLeast 29700 0 "Chinese News" 1407382771 "*NULL*" "*NULL*"
 B000S0B3  | 2014/08/05 10:22:34 | 5.429 | PubFlagsAddImpact | Deaths Shaking Exact 1 0 "http://www.bdlive.co.za/national/2014/08/05/south-africa-earthquake-kills-one-17-miners-injured" 1407400912 "*NULL*" "*NULL*"
 B000S0B3  | 2014/08/05 10:22:34 | 5.429 | PubFlagsAddImpact | Injuries Shaking Exact 17 0 "http://www.bdlive.co.za/national/2014/08/05/south-africa-earthquake-kills-one-17-miners-injured" 1410407885 "*NULL*" "*NULL*"
 B000S27F  | 2014/08/12 19:58:00 | 5.133 | PubFlagsAddImpact | Deaths Unknown Exact 2 0 "*NULL*" 1407917616 "*NULL*" "*NULL*"
 B000S27F  | 2014/08/12 19:58:00 | 5.133 | PubFlagsAddImpact | Deaths Unknown Unknown 0 0 "*NULL*" 1407917616 "*NULL*" "*NULL*"
 B000S27F  | 2014/08/12 19:58:00 | 5.133 | PubFlagsAddImpact | Injuries Unknown Unknown 0 0 "*NULL*" 1407917623 "*NULL*" "*NULL*"
 B000S27F  | 2014/08/12 19:58:00 | 5.133 | PubFlagsDelImpact | Damaged Unknown Unknown 0 0 "*NULL*" 1407917593 "*NULL*" "*NULL*"
 B000S27F  | 2014/08/12 19:58:00 | 5.133 | PubFlagsAddImpact | Damaged Shaking Exact 89 0 "*NULL*" 1407917593 "*NULL*" "*NULL*"
 B000S27F  | 2014/08/12 19:58:00 | 5.133 | PubFlagsAddImpact | Damaged Unknown Unknown 0 0 "*NULL*" 1407917593 "*NULL*" "*NULL*"
 B000S27F  | 2014/08/12 19:58:00 | 5.133 | PubFlagsAddImpact | Injuries Unknown Exact 8 0 "*NULL*" 1407917623 "*NULL*" "*NULL*"
 B000S27F  | 2014/08/12 19:58:00 | 5.133 | PubFlagsDelImpact | Injuries Unknown Unknown 0 0 "*NULL*" 1407917623 "*NULL*" "*NULL*"
 B000S27F  | 2014/08/12 19:58:00 | 5.133 | PubFlagsDelImpact | Deaths Unknown Unknown 0 0 "*NULL*" 1407917616 "*NULL*" "*NULL*"
 B000S3NP  | 2014/08/18 02:32:05 |   6.2 | PubFlagsAddImpact | Injuries Shaking AtLeast 330 0 "www.reactionsnet.com" 1409682606 "*NULL*" "*NULL*"
 B000S3NP  | 2014/08/18 02:32:05 |   6.2 | PubFlagsAddImpact | Damaged Shaking AtLeast 17000 0 "www.reactionsnet.com" 1409682721 "*NULL*" "*NULL*"
 B000S3NP  | 2014/08/18 02:32:05 |   6.2 | PubFlagsAddImpact | Destroyed Shaking AtLeast 2700 0 "www.reactionsnet.com" 1409682686 "*NULL*" "*NULL*"
 B000S5TP  | 2014/08/24 10:20:44 |   6.1 | PubFlagsAddImpact | Damaged Shaking AtLeast 270 0 "cnn" 1409466178 "Napa County" "*NULL*"
 B000S5TP  | 2014/08/24 10:20:44 |   6.1 | PubFlagsAddImpact | Injuries Unknown AtLeast 208 0 "cnn" 1409466153 "Napa County" "*NULL*"
 B000S5TP  | 2014/08/24 10:20:44 |   6.1 | PubFlagsAddImpact | Damaged Shaking AtLeast 1150 0 "latimes" 1409898178 "Napa County" "*NULL*"
 B000S5TP  | 2014/08/24 10:20:44 |   6.1 | PubFlagsDelImpact | Damaged Shaking AtLeast 270 0 "cnn" 1409466178 "Napa County" "*NULL*"
 B000S5TP  | 2014/08/24 10:20:44 |   6.1 | PubFlagsAddImpact | Deaths Shaking Exact 1 0 "weather channel quoting AP" 1410412578 "*NULL*" "*NULL*"
 B000S5TP  | 2014/08/24 10:20:44 |   6.1 | PubFlagsDelImpact | Injuries Unknown AtLeast 208 0 "cnn" 1409466153 "Napa County" "*NULL*"
 B000S5TP  | 2014/08/24 10:20:44 |   6.1 | PubFlagsAddImpact | Injuries Shaking AtLeast 208 0 "cnn" 1409466153 "Napa County" "*NULL*"
 B000S5TP  | 2014/08/24 10:20:44 |   6.1 | PubFlagsDelImpact | Deaths Shaking Exact 1 0 "weather channel quoting AP" 1410412578 "*NULL*" "*NULL*"
 B000S5TP  | 2014/08/24 10:20:44 |   6.1 | PubFlagsAddImpact | Deaths Shaking Exact 1 0 "weather channel quoting AP" 1410412578 "Napa County" "*NULL*"
 B000S5TP  | 2014/08/24 10:20:44 |   6.1 | PubFlagsAddImpact | DollarLoss Shaking Estimate 400000000 0 "*NULL*" 1410413068 "*NULL*" "*NULL*"
 B000S5TP  | 2014/08/24 10:20:44 |   6.1 | PubFlagsAddImpact | DollarLoss Shaking Estimate 400 0 "*NULL*" 1410413068 "*NULL*" "*NULL*"
 B000S5TP  | 2014/08/24 10:20:44 |   6.1 | PubFlagsDelImpact | DollarLoss Shaking Estimate 400 0 "*NULL*" 1410413068 "*NULL*" "*NULL*"
 B000S5TP  | 2014/08/24 10:20:44 |   6.1 | PubFlagsDelImpact | DollarLoss Shaking Estimate 400000000 0 "*NULL*" 1410413068 "*NULL*" "*NULL*"
 B000S5TP  | 2014/08/24 10:20:44 |   6.1 | PubFlagsAddImpact | DollarLoss Shaking Estimate 400000000 0 "weatherchannel quoting AP" 1410413068 "*NULL*" "*NULL*"
 B000S5TP  | 2014/08/24 10:20:44 |   6.1 | PubFlagsAddImpact | Damaged Shaking AtLeast 1150 0 "latimes" 1409898178 "*NULL*" "*NULL*"
 B000S5TP  | 2014/08/24 10:20:44 |   6.1 | PubFlagsDelImpact | Deaths Shaking Exact 1 0 "weather channel quoting AP" 1410412578 "Napa County" "*NULL*"
 B000S5TP  | 2014/08/24 10:20:44 |   6.1 | PubFlagsAddImpact | Deaths Shaking Exact 1 0 "weather channel quoting AP" 1410412578 "*NULL*" "*NULL*"
 B000S5TP  | 2014/08/24 10:20:44 |   6.1 | PubFlagsDelImpact | Damaged Shaking AtLeast 1150 0 "latimes" 1409898178 "Napa County" "*NULL*"
 B000S5TP  | 2014/08/24 10:20:44 |   6.1 | PubFlagsAddImpact | Injuries Shaking AtLeast 208 0 "cnn" 1409466153 "*NULL*" "*NULL*"
 B000S5TP  | 2014/08/24 10:20:44 |   6.1 | PubFlagsDelImpact | Injuries Shaking AtLeast 208 0 "cnn" 1409466153 "Napa County" "*NULL*"
 B000S5TP  | 2014/08/24 10:20:44 |   6.1 | PubFlagsDelImpact | Damaged Shaking AtLeast 1150 0 "latimes" 1409898178 "*NULL*" "*NULL*"
 B000S5TP  | 2014/08/24 10:20:44 |   6.1 | PubFlagsAddImpact | Injuries Shaking AtLeast 257 0 "cnn" 1409466153 "*NULL*" "*NULL*"
 B000S5TP  | 2014/08/24 10:20:44 |   6.1 | PubFlagsDelImpact | Injuries Shaking AtLeast 208 0 "cnn" 1409466153 "*NULL*" "*NULL*"
 B000S5TP  | 2014/08/24 10:20:44 |   6.1 | PubFlagsAddImpact | Damaged Shaking AtLeast 1194 0 "latimes" 1409898178 "*NULL*" "*NULL*"
 B000SGT1  | 2014/09/28 02:35:22 | 4.948 | PubFlagsAddImpact | Deaths Shaking AtLeast 8 0 "*NULL*" 1412111577 "*NULL*" "*NULL*"
 B000SGT1  | 2014/09/28 02:35:22 | 4.948 | PubFlagsAddImpact | Destroyed Shaking AtLeast 106 0 "*NULL*" 1412111545 "*NULL*" "*NULL*"
 B000SGT1  | 2014/09/28 02:35:22 | 4.948 | PubFlagsAddImpact | Unknown Landslide Few 0 0 "*NULL*" 1412111645 "*NULL*" "*NULL*"
 B000SGT1  | 2014/09/28 02:35:22 | 4.948 | PubFlagsAddImpact | Injuries Shaking AtLeast 6 0 "*NULL*" 1412111620 "*NULL*" "*NULL*"
 B000SGT1  | 2014/09/28 02:35:22 | 4.948 | PubFlagsAddImpact | Damaged Shaking Many 0 0 "*NULL*" 1412111599 "*NULL*" "*NULL*"
 B000SIF9  | 2014/10/03 08:05:44 | 5.477 | PubFlagsAddImpact | Damaged Shaking Exact 1 0 "AP" 1412304310 "*NULL*" "*NULL*"
 B000SJIM  | 2014/10/07 13:49:40 |   6.1 | PubFlagsAddImpact | Deaths Unknown AtLeast 1 0 "*NULL*" 1415876176 "*NULL*" "*NULL*"
 B000SJIM  | 2014/10/07 13:49:40 |   6.1 | PubFlagsAddImpact | Destroyed Unknown Some 0 0 "*NULL*" 1416407894 "*NULL*" "*NULL*"
 B000SJIM  | 2014/10/07 13:49:40 |   6.1 | PubFlagsAddImpact | Injuries Unknown AtLeast 28 0 "*NULL*" 1416407837 "*NULL*" "*NULL*"
 B000SLWN  | 2014/10/14 03:51:34 |   7.3 | PubFlagsAddImpact | Deaths Shaking Exact 1 0 "Media Report" 1413426472 "San Miguel, El Salvador" "*NULL*"
 B000SLWN  | 2014/10/14 03:51:34 |   7.3 | PubFlagsAddImpact | Damaged Shaking Exact 12 0 "News Report" 1415577074 "Usulutan, El Salvador" "*NULL*"
 C000SWRU  | 2014/11/12 21:40:01 |   4.9 | PubFlagsAddImpact | Damaged Shaking AtLeast 1 0 "http://ksn.com/2014/11/12/4-8-magnitude-earthquake-felt-across-kansas-wednesday/" 1415898611 "*NULL*" "*NULL*"
 C000SWRU  | 2014/11/12 21:40:01 |   4.9 | PubFlagsDelImpact | Damaged Shaking AtLeast 1 0 "http://ksn.com/" 1415898611 "*NULL*" "*NULL*"
 C000SWRU  | 2014/11/12 21:40:01 |   4.9 | PubFlagsAddImpact | Damaged Shaking AtLeast 1 0 "http://ksn.com/" 1415898611 "*NULL*" "*NULL*"
 C000SWRU  | 2014/11/12 21:40:01 |   4.9 | PubFlagsAddImpact | Damaged Shaking AtLeast 1 0 "http://ksn.com/" 1415898611 "*NULL*" "*NULL*"
 C000SWRU  | 2014/11/12 21:40:01 |   4.9 | PubFlagsDelImpact | Damaged Shaking AtLeast 1 0 "http://ksn.com/2014/11/12/4-8-magnitude-earthquake-felt-across-kansas-wednesday/" 1415898611 "*NULL*" "*NULL*"
 B000SYY0  | 2014/11/22 08:55:27 |   5.9 | PubFlagsAddImpact | Destroyed Shaking Exact 30 0 "Fox News" 1416741943 "*NULL*" "Title: "5.9-magnitude earthquake kills at least 5, injures dozens in western China""
 B000SYY0  | 2014/11/22 08:55:27 |   5.9 | PubFlagsAddImpact | Deaths Unknown Exact 5 0 "ShanghaiDaily.com" 1416914925 "*NULL*" "Title: "China Focus: More injuries reported from SW China earthquake""
 B000SYY0  | 2014/11/22 08:55:27 |   5.9 | PubFlagsAddImpact | Injuries Unknown Exact 65 0 "ShanghaiDaily.com" 1416915048 "*NULL*" "Title: "China Focus: More injuries reported from SW China earthquake""
 B000SYY0  | 2014/11/22 08:55:27 |   5.9 | PubFlagsAddImpact | Displaced Unknown AtLeast 108000 0 "ShanghaiDaily.com" 1416915179 "*NULL*" "Title: "China Focus: More injuries reported from SW China earthquake""
 B000SYY0  | 2014/11/22 08:55:27 |   5.9 | PubFlagsAddImpact | Damaged Shaking AtLeast 27400 0 "Fox News" 1418556273 "*NULL*" "Title: "
 B000SYY0  | 2014/11/22 08:55:27 |   5.9 | PubFlagsDelImpact | Displaced Unknown AtLeast 108000 0 "ShanghaiDaily.com" 1416915179 "*NULL*" "Title: "
 B000SYY0  | 2014/11/22 08:55:27 |   5.9 | PubFlagsAddImpact | Displaced Unknown AtLeast 9100 0 "*NULL*" 1420756978 "*NULL*" "*NULL*"
 B000SYZA  | 2014/11/22 13:08:18 |   6.2 | PubFlagsAddImpact | Injuries Shaking AtLeast 20 0 "Japan Times" 1416670303 "Hakuba village" "http://www.japantimes.co.jp/news/2014/11/23/national/magnitude-6-8-quake-strikes-nagano-surrounding-area/#.VHEOzKPn-70"
 B000SYZA  | 2014/11/22 13:08:18 |   6.2 | PubFlagsDelImpact | Injuries Shaking AtLeast 2 0 "Japan Times" 1416670303 "Hakuba village" "http://www.japantimes.co.jp/news/2014/11/23/national/magnitude-6-8-quake-strikes-nagano-surrounding-area/#.VHEOzKPn-70"
 B000SYZA  | 2014/11/22 13:08:18 |   6.2 | PubFlagsAddImpact | Injuries Shaking AtLeast 2 0 "Japan Times" 1416670303 "Hakuba village" "http://www.japantimes.co.jp/news/2014/11/23/national/magnitude-6-8-quake-strikes-nagano-surrounding-area/#.VHEOzKPn-70"
 B000SYZA  | 2014/11/22 13:08:18 |   6.2 | PubFlagsAddImpact | Destroyed Shaking AtLeast 5 0 "Japan Times" 1416670125 "Hakuba village" "http://www.japantimes.co.jp/news/2014/11/23/national/magnitude-6-8-quake-strikes-nagano-surrounding-area/#.VHENaqPn-70"
 B000SYZA  | 2014/11/22 13:08:18 |   6.2 | PubFlagsDelImpact | Destroyed Shaking AtLeast 5 0 "Japan Times" 1416670125 "Hakuba village" "http://www.japantimes.co.jp/news/2014/11/23/national/magnitude-6-8-quake-strikes-nagano-surrounding-area/#.VHENaqPn-70"
 B000SYZA  | 2014/11/22 13:08:18 |   6.2 | PubFlagsDelImpact | Injuries Shaking AtLeast 20 0 "Japan Times" 1416670303 "Hakuba village" "http://www.japantimes.co.jp/news/2014/11/23/national/magnitude-6-8-quake-strikes-nagano-surrounding-area/#.VHEOzKPn-70"
 B000SYZA  | 2014/11/22 13:08:18 |   6.2 | PubFlagsAddImpact | Destroyed Shaking AtLeast 50 0 "Japan Times" 1416670125 "Hakuba village" "http://www.independent.ie/world-news/asia-pacific/japanese-quake-damage-more-serious-than-first-thought-30767197.html"
 B000SYZA  | 2014/11/22 13:08:18 |   6.2 | PubFlagsAddImpact | Injuries Shaking AtLeast 41 0 "Japan Times" 1416670303 "across the region" "http://www.independent.ie/world-news/asia-pacific/japanese-quake-damage-more-serious-than-first-thought-30767197.html"
 B000SYZA  | 2014/11/22 13:08:18 |   6.2 | PubFlagsDelImpact | Destroyed Shaking AtLeast 50 0 "Japan Times" 1416670125 "Hakuba village" "http://www.independent.ie/world-news/asia-pacific/japanese-quake-damage-more-serious-than-first-thought-30767197.html"
 B000SYZA  | 2014/11/22 13:08:18 |   6.2 | PubFlagsAddImpact | Destroyed Shaking AtLeast 50 0 "Japan Times" 1416670125 "Hakubacho" "http://www.independent.ie/world-news/asia-pacific/japanese-quake-damage-more-serious-than-first-thought-30767197.html"
 B000SYZA  | 2014/11/22 13:08:18 |   6.2 | PubFlagsDelImpact | Destroyed Shaking AtLeast 50 0 "Japan Times" 1416670125 "Hakuba" "http://www.independent.ie/world-news/asia-pacific/japanese-quake-damage-more-serious-than-first-thought-30767197.html"
 B000SYZA  | 2014/11/22 13:08:18 |   6.2 | PubFlagsAddImpact | Injuries Shaking AtLeast 20 0 "Japan Times" 1416670303 "Hakubacho" "http://www.japantimes.co.jp/news/2014/11/23/national/magnitude-6-8-quake-strikes-nagano-surrounding-area/#.VHENaqPn-70"
 B000SYZA  | 2014/11/22 13:08:18 |   6.2 | PubFlagsDelImpact | Injuries Shaking AtLeast 20 0 "Japan Times" 1416670303 "Hakuba village" "http://www.japantimes.co.jp/news/2014/11/23/national/magnitude-6-8-quake-strikes-nagano-surrounding-area/#.VHENaqPn-70"
 B000SYZA  | 2014/11/22 13:08:18 |   6.2 | PubFlagsDelImpact | Injuries Shaking AtLeast 41 0 "Japan Times" 1416670303 "across the region" "http://www.independent.ie/world-news/asia-pacific/japanese-quake-damage-more-serious-than-first-thought-30767197.html"
 B000SYZA  | 2014/11/22 13:08:18 |   6.2 | PubFlagsAddImpact | Injuries Shaking AtLeast 45 0 "Japan Times" 1416670303 "Nagano Prefecture" "http://www.japantimes.co.jp/news/2014/11/26/national/nagano-quake-left-45-people-injured-690-homes-without-water/#.VJ3HQV4AGB"
 B000SYZA  | 2014/11/22 13:08:18 |   6.2 | PubFlagsAddImpact | Destroyed Shaking AtLeast 50 0 "Japan Times" 1416670125 "Hakuba" "http://www.independent.ie/world-news/asia-pacific/japanese-quake-damage-more-serious-than-first-thought-30767197.html"
 B000SYZA  | 2014/11/22 13:08:18 |   6.2 | PubFlagsDelImpact | Injuries Shaking AtLeast 20 0 "Japan Times" 1416670303 "Hakubacho" "http://www.independent.ie/world-news/asia-pacific/japanese-quake-damage-more-serious-than-first-thought-30767197.html"
 C000T48Q  | 2014/12/06 10:20:02 |   5.6 | PubFlagsAddImpact | Destroyed Unknown Estimate 12 0 "Chinese news." 1421207102 "*NULL*" "*NULL*"
 C000T48Q  | 2014/12/06 10:20:02 |   5.6 | PubFlagsAddImpact | Deaths Other Exact 1 0 "Chinese news" 1421207046 "*NULL*" "*NULL*"
 C000T48Q  | 2014/12/06 10:20:02 |   5.6 | PubFlagsAddImpact | Injuries Unknown Exact 8 0 "Chinatopix" 1417828029 "*NULL*" "*NULL*"
 C000T9CA  | 2014/12/23 08:00:22 | 4.948 | PubFlagsAddImpact | Destroyed Unknown Few 0 0 "*NULL*" 1423527973 "*NULL*" "*NULL*"
 C000T9CA  | 2014/12/23 08:00:22 | 4.948 | PubFlagsAddImpact | Injuries Unknown Few 0 0 "*NULL*" 1423528032 "*NULL*" "*NULL*"
 C000T9CA  | 2014/12/23 08:00:22 | 4.948 | PubFlagsAddImpact | Damaged Unknown Few 0 0 "*NULL*" 1423528058 "*NULL*" "*NULL*"
 C000T9CA  | 2014/12/23 08:00:22 | 4.948 | PubFlagsDelImpact | Damaged Unknown Few 0 0 "*NULL*" 1423528058 "*NULL*" "*NULL*"
 C000T9CA  | 2014/12/23 08:00:22 | 4.948 | PubFlagsAddImpact | Damaged Unknown Few 0 0 "http://www.teinteresa.es/ciencia/Varios-heridos-materiales-terremoto-Argelia_0_1271874300.html" 1423528058 "*NULL*" "*NULL*"
 C000T9CA  | 2014/12/23 08:00:22 | 4.948 | PubFlagsDelImpact | Displaced Unknown Few 0 0 "*NULL*" 1423528070 "*NULL*" "*NULL*"
 C000T9CA  | 2014/12/23 08:00:22 | 4.948 | PubFlagsAddImpact | Displaced Unknown Few 0 0 "http://www.teinteresa.es/ciencia/Varios-heridos-materiales-terremoto-Argelia_0_1271874300.html" 1423528070 "*NULL*" "*NULL*"
 C000T9CA  | 2014/12/23 08:00:22 | 4.948 | PubFlagsAddImpact | Displaced Unknown Few 0 0 "*NULL*" 1423528070 "*NULL*" "*NULL*"
 C000T9CA  | 2014/12/23 08:00:22 | 4.948 | PubFlagsDelImpact | Destroyed Unknown Few 0 0 "*NULL*" 1423527973 "*NULL*" "*NULL*"
 C000T9CA  | 2014/12/23 08:00:22 | 4.948 | PubFlagsAddImpact | Destroyed Unknown Few 0 0 "*NULL*" 1423527973 "*NULL*" "*NULL*"
 C000T9CA  | 2014/12/23 08:00:22 | 4.948 | PubFlagsDelImpact | Destroyed Unknown Few 0 0 "*NULL*" 1423527973 "*NULL*" "*NULL*"
 C000T9CA  | 2014/12/23 08:00:22 | 4.948 | PubFlagsAddImpact | Destroyed Unknown Few 0 0 "http://www.teinteresa.es/ciencia/Varios-heridos-materiales-terremoto-Argelia_0_1271874300.html" 1423527973 "*NULL*" "*NULL*"
 C000T9CA  | 2014/12/23 08:00:22 | 4.948 | PubFlagsDelImpact | Injuries Unknown Few 0 0 "*NULL*" 1423528032 "*NULL*" "*NULL*"
 C000T9CA  | 2014/12/23 08:00:22 | 4.948 | PubFlagsAddImpact | Injuries Unknown Few 0 0 "http://www.teinteresa.es/ciencia/Varios-heridos-materiales-terremoto-Argelia_0_1271874300.html" 1423528032 "*NULL*" "*NULL*"
 C000T9CA  | 2014/12/23 08:00:22 | 4.948 | PubFlagsDelImpact | Displaced Unknown Few 0 0 "http://www.teinteresa.es/ciencia/Varios-heridos-materiales-terremoto-Argelia_0_1271874300.html" 1423528070 "*NULL*" "*NULL*"
 C000T9CA  | 2014/12/23 08:00:22 | 4.948 | PubFlagsDelImpact | Destroyed Unknown Few 0 0 "http://www.teinteresa.es/ciencia/Varios-heridos-materiales-terremoto-Argelia_0_1271874300.html" 1423527973 "*NULL*" "*NULL*"
 C000TBFQ  | 2015/01/03 17:44:04 |     5 | PubFlagsAddImpact | Damaged Shaking Few 0 0 "Reuters" 1420531169 "*NULL*" "*NULL*"
 C000TBL0  | 2015/01/04 10:47:55 |   3.8 | PubFlagsAddImpact | Unknown Other Few 0 0 "http://www.reuters.com/article/2015/01/03/us-usa-idaho-earthquake-idUSKBN0KC0I920150103" 1423875641 "*NULL*" "Rock Slides"
 C000TBL0  | 2015/01/04 10:47:55 |   3.8 | PubFlagsAddImpact | DollarLoss Unknown Few 0 0 "http://www.reuters.com/article/2015/01/03/us-usa-idaho-earthquake-idUSKBN0KC0I920150103" 1423875662 "*NULL*" "*NULL*"
 C000TBL0  | 2015/01/04 10:47:55 |   3.8 | PubFlagsAddImpact | Damaged Shaking Some 0 0 "*NULL*" 1423876296 "*NULL*" "*NULL*"
